age,turnover,travel,department,distance,education,career,employee,id,satisfaction_environment,sex,implicatio,job_level,job,satisfation_job,civil_Status,monthly_salary,num_previous_companies,Older,Extra hours,salary_increase,assessment,satisfaction_colleagues,fortnight_hours,action_level,years_experience,num_formations_last_year,conciliation,years_company,years_in_position,years_since_last_promotion,years_with_current_manager
34,No,Travel_Rarely,Sales,10,University,Life Sciences,1,1055,High,3,High,1,Sales Representative,High,Married,2220,1,Y,Yes,19,High,Very_High,80,1,1,2,#N/D,1,NA,0,0
28,No,Travel_Rarely,Sales,10,University,Medical,1,1056,Very_High,3,High,1,Sales Representative,High,Married,1052,1,Y,No,22,Very_High,Medium,80,0,1,5,#N/D,1,3,0,0
38,No,Travel_Frequently,Research & Development,3,University,Other,1,1060,High,3,High,1,Research Scientist,High,Married,2821,3,Y,No,16,High,Low,80,1,8,2,#N/D,2,NA,2,2
50,No,Travel_Rarely,Research & Development,2,University,Medical,1,1061,Medium,3,High,5,Research Director,High,Married,19237,2,Y,Yes,11,High,Very_High,80,1,29,2,#N/D,8,NA,7,7
37,No,Travel_Rarely,Research & Development,3,University,Other,1,1062,Very_High,3,High,2,Healthcare Representative,High,Single,4107,3,Y,No,15,High,Low,80,0,8,3,#N/D,4,NA,0,1
40,No,Travel_Rarely,Sales,26,University,Marketing,1,1066,High,NA,High,2,Sales Executive,High,Married,8396,1,Y,No,14,High,Medium,80,1,8,3,High,7,NA,7,5
26,No,Travel_Frequently,Research & Development,1,Secondary,Medical,1,1068,Low,2,Medium,1,Research Scientist,Medium,Divorced,2007,1,Y,No,13,High,High,80,2,5,5,#N/D,5,NA,1,3
46,No,Travel_Rarely,Research & Development,1,University,Medical,1,1069,Very_High,NA,High,5,Research Director,High,Divorced,19627,9,Y,No,17,High,Very_High,80,2,23,0,#N/D,2,NA,2,2
54,No,Travel_Rarely,Sales,2,Secondary,Life Sciences,1,1070,High,NA,Medium,3,Sales Executive,Medium,Married,10686,6,Y,No,11,High,Medium,80,1,13,4,#N/D,9,NA,7,0
56,No,Travel_Frequently,Research & Development,9,University,Medical,1,1071,Low,3,High,1,Research Scientist,High,Married,2942,2,Y,No,19,High,Medium,80,1,18,4,#N/D,5,NA,0,3
36,No,Travel_Rarely,Research & Development,12,Secondary,Medical,1,1073,Very_High,2,Medium,3,Manufacturing Director,Medium,Single,8858,0,Y,No,11,High,Medium,80,0,15,2,#N/D,14,NA,7,8
55,No,Non-Travel,Research & Development,2,Secondary,Medical,1,1074,High,NA,Medium,4,Manager,Medium,Single,16756,7,Y,No,15,High,Medium,80,0,31,3,#N/D,9,2,6,2
43,No,Travel_Rarely,Sales,25,Secondary,Medical,1,1076,High,NA,Medium,3,Sales Executive,Medium,Divorced,10798,5,Y,No,13,High,High,80,1,18,5,#N/D,1,NA,0,0
20,Yes,Travel_Frequently,Sales,9,University,Marketing,1,1077,Very_High,3,High,1,Sales Representative,High,Single,2323,1,Y,Yes,14,High,Medium,80,0,2,3,High,2,NA,0,2
21,Yes,Travel_Rarely,Research & Development,10,Secondary,Life Sciences,1,1079,High,2,Medium,1,Laboratory Technician,#N/D,Single,1416,1,Y,No,13,High,Low,80,0,1,6,#N/D,1,NA,1,0
46,No,Travel_Rarely,Research & Development,8,Secondary,Life Sciences,1,1080,Very_High,2,Medium,2,Research Scientist,Medium,Divorced,4615,8,Y,Yes,23,Very_High,Low,80,3,19,2,#N/D,16,NA,1,7
51,Yes,Travel_Rarely,Research & Development,4,University,Life Sciences,1,1081,Low,3,High,1,Research Scientist,High,Married,2461,9,Y,Yes,12,High,High,80,3,18,2,#N/D,10,NA,2,7
28,Yes,Non-Travel,Research & Development,24,Secondary,Technical Degree,1,1082,Medium,2,Medium,3,Healthcare Representative,Medium,Single,8722,1,Y,No,12,High,Low,80,0,10,2,#N/D,10,NA,1,9
26,No,Travel_Rarely,Research & Development,1,Secondary,Medical,1,1083,Low,2,Medium,1,Laboratory Technician,Medium,Married,3955,1,Y,No,16,High,Low,80,2,6,2,#N/D,5,2,1,3
30,No,Travel_Rarely,Research & Development,20,University,Other,1,1084,High,3,High,2,Manufacturing Director,High,Married,9957,0,Y,No,15,High,High,80,1,7,1,High,6,3,0,2
41,No,Travel_Rarely,Research & Development,7,Master,Technical Degree,1,1085,Medium,4,Very_High,1,Research Scientist,Very_High,Married,3376,1,Y,No,13,High,High,80,0,10,3,#N/D,10,NA,0,8
38,No,Travel_Rarely,Research & Development,17,Secondary,Life Sciences,1,1088,High,NA,Medium,3,Healthcare Representative,Medium,Married,8823,0,Y,No,18,High,Low,80,1,20,4,Medium,19,NA,1,9
40,No,Travel_Rarely,Research & Development,20,University,Technical Degree,1,1092,Low,3,High,3,Healthcare Representative,High,Married,10322,4,Y,No,20,Very_High,Very_High,80,1,14,6,#N/D,11,NA,11,1
27,No,Non-Travel,Research & Development,8,Primaria,Life Sciences,1,1094,Low,1,Low,1,Laboratory Technician,Low,Married,4621,1,Y,No,19,High,Very_High,80,3,3,4,Low,3,NA,1,2
55,No,Travel_Frequently,Research & Development,2,University,Life Sciences,1,1096,Very_High,NA,High,3,Manufacturing Director,High,Married,10976,3,Y,No,18,High,Medium,80,1,23,4,#N/D,3,NA,1,2
28,No,Travel_Rarely,Research & Development,10,University,Other,1,1097,High,3,High,2,Research Scientist,High,Single,3660,3,Y,No,13,High,Very_High,80,0,10,4,High,8,NA,1,7
44,Yes,Travel_Rarely,Human Resources,1,Secondary,Medical,1,1098,Medium,2,Medium,3,Human Resources,Medium,Married,10482,9,Y,No,14,High,Very_High,80,1,24,1,Medium,20,NA,3,6
33,No,Travel_Rarely,Research & Development,5,#N/D,Life Sciences,1,1099,Very_High,2,Medium,3,Healthcare Representative,Medium,Divorced,7119,4,Y,No,15,High,High,80,1,9,2,#N/D,3,NA,1,2
35,Yes,Travel_Rarely,Sales,4,University,Technical Degree,1,1100,Very_High,3,High,3,Sales Executive,High,Single,9582,0,Y,Yes,22,Very_High,Low,80,0,9,2,#N/D,8,NA,4,7
33,Yes,Travel_Frequently,Research & Development,29,Secondary,Medical,1,1101,Low,2,Medium,2,Research Scientist,Medium,Single,4508,1,Y,No,22,Very_High,Medium,80,0,14,4,#N/D,13,NA,3,8
28,No,Travel_Rarely,Research & Development,15,University,Life Sciences,1,1102,Low,3,High,1,Laboratory Technician,High,Divorced,2207,1,Y,No,16,High,Very_High,80,1,4,5,#N/D,4,NA,2,2
34,No,Travel_Frequently,Research & Development,3,University,Life Sciences,1,1103,Low,3,High,2,Healthcare Representative,High,Single,7756,0,Y,No,17,High,High,80,0,7,1,#N/D,6,NA,0,4
37,No,Travel_Rarely,Sales,10,Secondary,Life Sciences,1,1105,Very_High,NA,Medium,2,Sales Executive,Medium,Divorced,6694,2,Y,Yes,14,High,High,80,3,8,5,#N/D,1,NA,0,0
25,Yes,Travel_Rarely,Research & Development,4,#N/D,Technical Degree,1,1106,Very_High,3,High,1,Laboratory Technician,High,Married,3691,1,Y,Yes,15,High,Medium,80,1,7,3,#N/D,7,NA,5,6
26,Yes,Travel_Rarely,Research & Development,21,University,Medical,1,1107,Low,3,High,1,Laboratory Technician,High,Divorced,2377,1,Y,No,20,Very_High,High,80,1,1,0,#N/D,1,NA,0,0
33,Yes,Travel_Rarely,Research & Development,25,Secondary,Medical,1,1108,Low,2,Medium,1,Research Scientist,Medium,Single,2313,4,Y,Yes,20,Very_High,Medium,80,0,5,0,#N/D,2,NA,2,2
42,No,Travel_Rarely,Research & Development,2,University,Medical,1,1109,Very_High,3,High,4,Manager,High,Married,17665,0,Y,No,17,High,Very_High,80,1,23,3,#N/D,22,NA,13,7
28,Yes,Travel_Frequently,Research & Development,1,Secondary,Medical,1,1111,Low,2,Medium,1,Laboratory Technician,Medium,Divorced,2596,1,Y,No,15,High,Low,80,2,1,2,#N/D,1,NA,0,0
50,Yes,Travel_Frequently,Sales,1,University,Other,1,1113,Very_High,3,High,2,Sales Executive,High,Single,4728,3,Y,Yes,14,High,Very_High,80,0,5,4,#N/D,0,NA,0,0
33,No,Travel_Frequently,Sales,7,University,Life Sciences,1,1114,Very_High,3,High,2,Sales Executive,High,Married,4302,0,Y,No,17,High,High,80,1,4,3,#N/D,3,NA,0,2
34,No,Non-Travel,Research & Development,3,Secondary,Life Sciences,1,1115,High,2,Medium,1,Research Scientist,Medium,Married,2979,3,Y,No,17,High,Very_High,80,3,6,2,#N/D,0,NA,0,0
48,No,Non-Travel,Research & Development,1,Master,Medical,1,1116,Low,4,Very_High,4,Manager,#N/D,Single,16885,2,Y,No,22,Very_High,High,80,0,27,3,#N/D,5,NA,2,1
45,No,Non-Travel,Sales,9,Secondary,Life Sciences,1,1117,Medium,2,Medium,2,Sales Executive,Medium,Married,5593,1,Y,No,13,High,Very_High,80,1,15,2,#N/D,15,NA,4,12
52,No,Travel_Rarely,Research & Development,7,#N/D,Life Sciences,1,1118,Medium,NA,#N/D,3,Healthcare Representative,#N/D,Single,10445,7,Y,No,19,High,Very_High,80,0,18,4,#N/D,8,NA,4,0
38,No,Travel_Rarely,Sales,10,#N/D,Marketing,1,1119,High,2,Medium,3,Sales Executive,Medium,Divorced,8740,0,Y,Yes,14,High,Medium,80,2,9,2,#N/D,8,NA,2,7
29,No,Travel_Rarely,Research & Development,28,University,Life Sciences,1,1120,High,3,High,1,Research Scientist,High,Divorced,2514,4,Y,No,22,Very_High,Low,80,1,11,1,High,7,NA,1,7
28,No,Travel_Rarely,Research & Development,3,University,Medical,1,1121,Very_High,NA,High,3,Manufacturing Director,High,Divorced,7655,0,Y,No,17,High,Medium,80,3,10,3,#N/D,9,NA,1,7
46,No,Travel_Rarely,Sales,3,University,Marketing,1,1124,Low,3,High,4,Manager,High,Married,17465,3,Y,No,12,High,Very_High,80,1,23,3,#N/D,12,NA,4,9
38,No,Travel_Rarely,Sales,2,University,Marketing,1,1125,Very_High,3,High,3,Sales Executive,High,Single,7351,7,Y,No,16,High,High,80,0,10,2,High,1,NA,0,0
43,No,Travel_Frequently,Research & Development,27,University,Life Sciences,1,1126,High,NA,High,3,Manufacturing Director,High,Married,10820,8,Y,No,11,High,High,80,1,18,1,#N/D,8,NA,0,1
39,Yes,Travel_Frequently,Research & Development,2,University,Life Sciences,1,1127,Low,3,High,4,Healthcare Representative,High,Divorced,12169,7,Y,No,11,High,Very_High,80,3,21,4,#N/D,18,NA,11,5
40,No,Travel_Rarely,Research & Development,14,Secondary,Medical,1,1128,High,2,Medium,5,Research Director,Medium,Single,19626,1,Y,No,14,High,Low,80,0,21,2,#N/D,20,NA,4,9
21,No,Travel_Rarely,Research & Development,1,Secondary,Technical Degree,1,1131,Very_High,2,Medium,1,Research Scientist,Medium,Single,2070,1,Y,Yes,11,High,High,80,0,2,6,#N/D,2,NA,2,2
39,No,Non-Travel,Research & Development,9,University,Life Sciences,1,1132,High,3,High,2,Laboratory Technician,High,Single,6782,9,Y,No,15,High,High,80,0,9,2,#N/D,5,3,0,3
36,No,Non-Travel,Research & Development,18,University,Life Sciences,1,1133,Low,NA,High,2,Manufacturing Director,High,Single,7779,2,Y,No,20,Very_High,Low,80,0,18,0,High,11,3,0,9
31,No,Travel_Frequently,Sales,20,Master,Life Sciences,1,1135,High,4,Very_High,1,Sales Representative,#N/D,Married,2791,0,Y,No,12,High,Low,80,1,3,4,Very_High,2,NA,2,2
28,No,Travel_Rarely,Research & Development,2,Secondary,Life Sciences,1,1136,Low,2,Medium,1,Research Scientist,Medium,Married,3201,0,Y,No,17,High,Low,80,0,6,2,#N/D,5,2,0,4
35,No,Travel_Frequently,Sales,11,University,Marketing,1,1137,Very_High,3,High,2,Sales Executive,High,Divorced,4968,1,Y,No,11,High,Very_High,80,1,5,3,#N/D,5,3,0,2
49,No,Travel_Rarely,Sales,8,Secondary,Technical Degree,1,1138,Very_High,2,Medium,4,Sales Executive,Medium,Married,13120,6,Y,No,17,High,Medium,80,1,22,3,#N/D,9,NA,2,3
34,No,Travel_Frequently,Research & Development,2,University,Life Sciences,1,1140,Very_High,3,High,2,Manufacturing Director,High,Single,4033,2,Y,No,11,High,Very_High,80,0,5,3,High,3,NA,0,2
29,No,Travel_Frequently,Research & Development,10,University,Life Sciences,1,1143,Very_High,3,High,1,Research Scientist,High,Divorced,3291,0,Y,No,14,High,Very_High,80,2,8,2,High,7,NA,1,1
42,No,Travel_Rarely,Research & Development,29,Primaria,Medical,1,1148,Medium,1,Low,2,Laboratory Technician,Low,Single,4272,4,Y,No,19,High,Low,80,0,16,3,#N/D,1,NA,0,0
29,No,Travel_Rarely,Research & Development,8,Secondary,Medical,1,1150,Medium,2,Medium,2,Manufacturing Director,Medium,Married,5056,1,Y,Yes,15,High,High,80,1,10,2,#N/D,10,2,1,2
38,No,Travel_Rarely,Human Resources,1,#N/D,Human Resources,1,1152,High,4,Very_High,1,Human Resources,Very_High,Married,2844,1,Y,No,13,High,Very_High,80,1,7,2,Very_High,7,4,5,0
28,No,Travel_Frequently,Research & Development,6,Secondary,Life Sciences,1,1154,High,2,Medium,1,Research Scientist,#N/D,Divorced,2703,1,Y,Yes,14,High,Very_High,80,1,3,2,Medium,3,NA,0,2
18,Yes,Non-Travel,Research & Development,8,University,Medical,1,1156,High,3,High,1,Laboratory Technician,High,Single,1904,1,Y,No,12,High,Very_High,80,0,0,0,High,0,NA,0,0
33,Yes,Travel_Rarely,Sales,9,University,Marketing,1,1157,Low,3,High,2,Sales Executive,High,Single,8224,0,Y,Yes,17,High,Low,80,0,6,3,#N/D,5,NA,0,3
41,No,Travel_Rarely,Research & Development,12,University,Life Sciences,1,1158,Medium,3,High,1,Laboratory Technician,High,Married,4766,3,Y,Yes,11,High,Low,80,1,6,4,High,1,NA,0,0
31,Yes,Travel_Frequently,Research & Development,15,University,Medical,1,1160,High,NA,High,1,Laboratory Technician,High,Married,2610,1,Y,No,12,High,High,80,1,2,5,#N/D,2,NA,2,2
37,No,Travel_Rarely,Research & Development,25,Secondary,Medical,1,1161,High,2,Medium,2,Healthcare Representative,Medium,Divorced,5731,7,Y,No,13,High,High,80,2,9,2,#N/D,6,NA,1,3
27,No,Travel_Rarely,Research & Development,6,#N/D,Life Sciences,1,1162,Very_High,2,Medium,1,Research Scientist,Medium,Married,2539,1,Y,No,13,High,High,80,1,4,0,Medium,4,NA,2,2
34,No,Travel_Rarely,Sales,9,#N/D,Life Sciences,1,1163,Medium,3,High,2,Sales Executive,High,Married,5714,1,Y,No,20,Very_High,Low,80,0,6,3,#N/D,6,NA,1,3
35,No,Travel_Rarely,Human Resources,8,University,Technical Degree,1,1164,High,3,High,1,Human Resources,High,Single,4323,1,Y,No,17,High,Medium,80,0,6,2,#N/D,5,NA,1,4
29,Yes,Travel_Rarely,Sales,23,Secondary,Life Sciences,1,1165,Very_High,2,Medium,3,Sales Executive,Medium,Married,7336,1,Y,No,13,High,Low,80,1,11,3,#N/D,11,NA,3,10
40,No,Travel_Frequently,Research & Development,9,University,Medical,1,1166,Medium,NA,High,3,Research Director,High,Single,13499,9,Y,No,17,High,High,80,0,20,3,#N/D,18,NA,2,13
42,Yes,Travel_Frequently,Sales,12,University,Life Sciences,1,1167,High,3,High,4,Sales Executive,High,Single,13758,0,Y,Yes,12,High,Medium,80,0,22,2,#N/D,21,NA,13,14
42,No,Travel_Rarely,Sales,4,University,Marketing,1,1171,Medium,3,High,2,Sales Executive,High,Single,5155,7,Y,No,13,High,Very_High,80,0,9,3,#N/D,6,NA,1,5
35,No,Travel_Rarely,Research & Development,1,Secondary,Medical,1,1172,Very_High,2,Medium,1,Laboratory Technician,Medium,Married,2258,6,Y,No,12,High,Medium,80,1,10,2,#N/D,8,NA,1,7
24,No,Travel_Rarely,Research & Development,24,University,Medical,1,1173,Very_High,3,High,1,Laboratory Technician,High,Single,3597,8,Y,No,22,Very_High,Very_High,80,0,6,2,#N/D,4,NA,1,2
28,Yes,Travel_Rarely,Research & Development,12,University,Life Sciences,1,1175,High,3,High,1,Laboratory Technician,High,Married,2515,1,Y,Yes,11,High,Very_High,80,0,1,4,#N/D,1,NA,0,0
26,No,Travel_Rarely,Research & Development,3,Master,Medical,1,1177,Low,4,Very_High,1,Laboratory Technician,Very_High,Married,4420,1,Y,No,22,Very_High,Medium,80,1,8,2,Very_High,8,NA,0,7
30,No,Travel_Rarely,Sales,10,Secondary,Marketing,1,1179,High,2,Medium,2,Sales Executive,Medium,Married,6578,1,Y,No,18,High,Low,80,1,10,3,#N/D,10,NA,1,4
40,No,Travel_Frequently,Research & Development,26,Secondary,Medical,1,1180,High,2,Medium,2,Research Scientist,Medium,Married,4422,3,Y,Yes,13,High,Very_High,80,1,16,3,Medium,1,NA,0,0
35,No,Travel_Rarely,Research & Development,2,Secondary,Life Sciences,1,1182,High,2,Medium,3,Manufacturing Director,Medium,Divorced,10274,2,Y,No,18,High,Medium,80,1,15,2,Medium,7,NA,6,4
34,No,Travel_Frequently,Research & Development,1,Secondary,Medical,1,1184,Very_High,2,Medium,2,Healthcare Representative,Medium,Single,5343,0,Y,No,20,Very_High,High,80,0,14,3,#N/D,13,NA,4,9
35,No,Travel_Frequently,Research & Development,4,Secondary,Other,1,1185,Very_High,2,Medium,1,Laboratory Technician,Medium,Married,2376,1,Y,No,13,High,Medium,80,1,2,2,Medium,2,NA,2,2
43,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,1,1188,Low,1,Low,2,Sales Executive,Low,Single,5346,8,Y,No,13,High,Medium,80,0,7,2,#N/D,4,1,1,3
32,No,Non-Travel,Sales,2,University,Life Sciences,1,1190,High,3,High,1,Sales Representative,High,Divorced,2827,1,Y,No,12,High,High,80,3,1,3,High,1,3,0,0
56,No,Travel_Rarely,Research & Development,4,University,Technical Degree,1,1191,Very_High,3,High,5,Manager,High,Divorced,19943,4,Y,No,13,High,Very_High,80,1,28,2,#N/D,5,NA,4,2
29,No,Travel_Rarely,Research & Development,6,University,Medical,1,1192,Medium,3,High,1,Laboratory Technician,High,Married,3131,1,Y,No,13,High,Low,80,1,10,5,#N/D,10,NA,0,8
19,No,Travel_Rarely,Research & Development,9,University,Life Sciences,1,1193,High,NA,High,1,Research Scientist,High,Single,2552,1,Y,No,25,Very_High,High,80,0,1,4,#N/D,1,NA,0,0
45,No,Travel_Rarely,Research & Development,7,University,Medical,1,1195,Low,3,High,1,Research Scientist,High,Married,4477,4,Y,Yes,19,High,High,80,1,7,2,#N/D,3,NA,0,2
37,No,Travel_Rarely,Research & Development,1,Secondary,Life Sciences,1,1196,Very_High,NA,Medium,2,Manufacturing Director,Medium,Married,6474,1,Y,No,13,High,Medium,80,1,14,2,#N/D,14,NA,3,11
20,No,Travel_Rarely,Research & Development,3,Secondary,Life Sciences,1,1198,Low,2,Medium,1,Laboratory Technician,Medium,Single,3033,1,Y,No,12,High,Low,80,0,2,2,#N/D,2,NA,1,2
44,Yes,Travel_Rarely,Research & Development,10,University,Life Sciences,1,1200,High,3,High,1,Research Scientist,High,Single,2936,1,Y,Yes,11,High,High,80,0,6,4,#N/D,6,NA,0,2
53,No,Travel_Rarely,Research & Development,7,University,Medical,1,1201,Very_High,3,High,5,Manager,High,Divorced,18606,3,Y,No,18,High,Medium,80,1,26,6,#N/D,7,3,4,7
29,No,Travel_Rarely,Research & Development,15,#N/D,Life Sciences,1,1202,Medium,1,Low,1,Research Scientist,Low,Married,2168,0,Y,Yes,18,High,Low,80,1,6,2,#N/D,5,NA,1,3
22,Yes,Travel_Frequently,Research & Development,3,Secondary,Life Sciences,1,1203,High,2,Medium,1,Research Scientist,Medium,Married,2853,0,Y,Yes,11,High,Medium,80,1,1,5,Medium,0,NA,0,0
46,No,Travel_Rarely,Sales,2,University,Marketing,1,1204,High,3,High,4,Manager,High,Married,17048,8,Y,No,23,Very_High,Low,80,0,28,2,High,26,3,15,9
44,No,Non-Travel,Research & Development,17,Primaria,Life Sciences,1,1206,Very_High,1,Low,1,Research Scientist,Low,Single,2290,2,Y,No,13,High,Very_High,80,0,6,3,#N/D,0,1,0,0
33,No,Travel_Rarely,Human Resources,2,University,Human Resources,1,1207,Medium,3,High,1,Human Resources,High,Married,3600,1,Y,No,13,High,Very_High,80,1,5,2,High,5,NA,1,4
41,Yes,Non-Travel,Research & Development,5,Secondary,Life Sciences,1,1210,Low,2,Medium,1,Research Scientist,Medium,Divorced,2107,6,Y,No,17,High,Low,80,1,5,2,#N/D,1,NA,0,0
30,No,Travel_Rarely,Sales,29,University,Life Sciences,1,1211,High,3,High,2,Sales Executive,High,Divorced,4115,8,Y,No,19,High,High,80,3,8,3,High,4,NA,0,3
40,No,Travel_Frequently,Sales,2,University,Medical,1,1212,Medium,3,High,2,Sales Executive,High,Married,4327,5,Y,No,12,High,Very_High,80,3,5,2,High,0,NA,0,0
50,No,Travel_Frequently,Research & Development,2,University,Medical,1,1215,Very_High,3,High,4,Manager,High,Married,17856,2,Y,No,22,Very_High,High,80,1,32,3,#N/D,2,NA,2,2
28,No,Travel_Rarely,Research & Development,19,Secondary,Medical,1,1216,Very_High,2,Medium,1,Laboratory Technician,Medium,Married,3196,1,Y,No,12,High,High,80,3,6,2,Medium,6,NA,3,3
46,No,Travel_Rarely,Research & Development,15,#N/D,Life Sciences,1,1217,Very_High,3,High,5,Research Director,High,Married,19081,5,Y,No,11,High,Low,80,1,25,2,#N/D,4,NA,0,3
35,No,Travel_Rarely,Sales,17,University,Life Sciences,1,1218,High,3,High,2,Sales Executive,High,Married,8966,3,Y,Yes,15,High,Very_High,80,3,15,2,High,7,NA,1,7
24,Yes,Travel_Rarely,Research & Development,17,University,Life Sciences,1,1219,Very_High,3,High,1,Laboratory Technician,High,Married,2210,1,Y,No,13,High,Low,80,1,1,3,High,1,NA,0,0
33,No,Travel_Frequently,Sales,25,University,Medical,1,1220,Medium,3,High,2,Sales Executive,High,Married,4539,1,Y,No,12,High,Low,80,1,10,3,#N/D,10,NA,0,1
36,No,Travel_Rarely,Research & Development,6,Primaria,Life Sciences,1,1221,High,1,Low,1,Laboratory Technician,Low,Divorced,2741,1,Y,No,14,High,High,80,1,7,4,#N/D,7,1,1,7
30,No,Travel_Rarely,Research & Development,7,University,Life Sciences,1,1224,High,3,High,2,Laboratory Technician,High,Divorced,3491,1,Y,No,13,High,Low,80,3,10,4,#N/D,10,3,8,9
44,No,Travel_Rarely,Research & Development,29,University,Other,1,1225,Very_High,3,High,2,Research Scientist,High,Single,4541,1,Y,No,25,Very_High,Medium,80,0,20,3,#N/D,20,NA,13,17
20,No,Travel_Rarely,Sales,21,Master,Marketing,1,1226,High,NA,Very_High,1,Sales Representative,Very_High,Single,2678,1,Y,No,17,High,Very_High,80,0,2,2,Very_High,2,NA,2,2
46,No,Travel_Rarely,Research & Development,2,University,Technical Degree,1,1228,Very_High,NA,High,2,Manufacturing Director,#N/D,Divorced,7379,2,Y,No,11,High,High,80,1,12,3,#N/D,6,NA,1,4
42,No,Non-Travel,Human Resources,2,Master,Medical,1,1231,Very_High,4,Very_High,2,Human Resources,Very_High,Married,6272,7,Y,No,16,High,Low,80,1,10,3,#N/D,4,NA,0,3
60,No,Travel_Rarely,Sales,7,Master,Marketing,1,1233,Medium,4,Very_High,2,Sales Executive,Very_High,Divorced,5220,0,Y,Yes,18,High,Medium,80,1,12,3,#N/D,11,NA,1,9
32,No,Travel_Frequently,Research & Development,13,Secondary,Other,1,1234,High,2,Medium,1,Laboratory Technician,Medium,Married,2743,1,Y,No,20,Very_High,High,80,1,2,2,#N/D,2,NA,2,2
32,No,Travel_Frequently,Research & Development,2,University,Life Sciences,1,1235,Very_High,3,High,2,Research Scientist,High,Single,4998,4,Y,Yes,14,High,Very_High,80,0,10,2,#N/D,8,3,0,7
36,No,Travel_Rarely,Research & Development,1,Primaria,Technical Degree,1,1237,High,1,Low,3,Manufacturing Director,Low,Divorced,10252,2,Y,Yes,21,Very_High,High,80,1,17,2,#N/D,7,NA,7,7
33,No,Travel_Rarely,Research & Development,9,University,Medical,1,1238,Low,NA,High,1,Research Scientist,High,Married,2781,0,Y,No,13,High,Medium,80,1,15,5,#N/D,14,3,4,10
40,No,Travel_Rarely,Sales,10,Secondary,Technical Degree,1,1239,Medium,NA,Medium,2,Sales Executive,Medium,Divorced,6852,7,Y,No,12,High,Medium,80,1,7,2,#N/D,5,2,1,3
25,No,Travel_Rarely,Sales,10,University,Life Sciences,1,1240,High,3,High,2,Sales Executive,High,Single,4950,0,Y,No,14,High,Medium,80,0,5,4,High,4,NA,1,1
30,No,Travel_Rarely,Research & Development,1,University,Medical,1,1241,Very_High,3,High,1,Research Scientist,High,Married,3579,0,Y,Yes,21,Very_High,Low,80,1,12,2,#N/D,11,3,5,7
42,No,Travel_Frequently,Research & Development,26,University,Medical,1,1242,Low,3,High,3,Research Director,High,Married,13191,3,Y,Yes,17,High,High,80,0,20,6,High,1,NA,0,0
35,No,Non-Travel,Sales,8,Secondary,Marketing,1,1243,High,2,Medium,3,Sales Executive,Medium,Married,10377,4,Y,Yes,11,High,Medium,80,1,16,6,#N/D,13,NA,4,12
27,No,Travel_Rarely,Research & Development,14,University,Life Sciences,1,1244,Low,3,High,1,Research Scientist,High,Married,2235,1,Y,Yes,14,High,Very_High,80,2,9,3,#N/D,9,NA,6,8
54,No,Travel_Frequently,Research & Development,1,University,Life Sciences,1,1245,Very_High,3,High,3,Manufacturing Director,High,Divorced,10502,7,Y,No,17,High,Low,80,1,33,2,#N/D,5,3,1,4
44,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,1246,Low,4,Very_High,1,Research Scientist,Very_High,Married,2011,1,Y,No,13,High,Very_High,80,1,10,5,Very_High,10,4,7,7
19,Yes,Non-Travel,Research & Development,10,Secondary,Medical,1,1248,Low,2,Medium,1,Research Scientist,Medium,Single,1859,1,Y,Yes,25,Very_High,Medium,80,0,1,2,#N/D,1,NA,0,0
29,No,Travel_Rarely,Research & Development,1,#N/D,Life Sciences,1,1249,Low,NA,High,1,Research Scientist,High,Divorced,3760,1,Y,No,15,High,Low,80,3,3,5,#N/D,3,NA,1,2
54,No,Travel_Rarely,Research & Development,3,University,Life Sciences,1,1250,Very_High,3,High,4,Research Director,High,Married,17779,3,Y,No,14,High,Low,80,0,36,2,#N/D,10,NA,0,9
31,No,Travel_Rarely,Research & Development,11,University,Medical,1,1251,High,NA,High,2,Healthcare Representative,High,Married,6833,1,Y,Yes,12,High,Very_High,80,0,6,2,#N/D,6,NA,0,1
31,No,Travel_Rarely,Research & Development,24,Secondary,Medical,1,1252,High,2,Medium,2,Healthcare Representative,Medium,Single,6812,1,Y,No,19,High,Medium,80,0,10,2,#N/D,10,NA,1,8
59,No,Travel_Rarely,Sales,3,Secondary,Life Sciences,1,1254,High,2,Medium,2,Sales Executive,Medium,Single,5171,5,Y,No,17,High,Very_High,80,0,13,2,#N/D,6,NA,0,5
43,No,Travel_Rarely,Research & Development,3,Primaria,Life Sciences,1,1255,High,1,Low,5,Research Director,Low,Married,19740,3,Y,No,14,High,Medium,80,1,25,2,#N/D,8,NA,0,7
49,No,Travel_Rarely,Research & Development,4,Secondary,Medical,1,1256,Low,2,Medium,5,Manager,Medium,Married,18711,2,Y,No,13,High,High,80,1,23,2,#N/D,1,NA,0,0
36,No,Travel_Frequently,Research & Development,3,University,Technical Degree,1,1257,High,3,High,1,Research Scientist,High,Married,3692,1,Y,No,12,High,High,80,0,12,2,#N/D,11,NA,0,7
48,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1,1258,Very_High,4,Very_High,1,Laboratory Technician,Very_High,Single,2559,5,Y,No,11,High,High,80,0,7,4,#N/D,1,NA,0,0
27,No,Travel_Rarely,Research & Development,4,University,Life Sciences,1,1259,Low,3,High,1,Research Scientist,High,Divorced,2517,1,Y,No,11,High,Medium,80,3,5,2,#N/D,5,NA,0,3
